nama_ptn,akronim,nama_prodi,jenjang,nilai_rata_rata
UNIVERSITAS NEGERI MEDAN,UNIMED,SASTRA INDONESIA,S1,84.63
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN MUSIK,S1,84.52
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN TARI,S1,84.46
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN TEKNIK OTOMOTIF,S1,84.43
UNIVERSITAS NEGERI MEDAN,UNIMED,ILMU KEOLAHRAGAAN,S1,84.14
UNIVERSITAS NEGERI MEDAN,UNIMED,KIMIA,S1,84.06
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN SENI RUPA,S1,83.75
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN LUAR SEKOLAH (PLS),S1,83.42
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN TEKNIK BANGUNAN,S1,83.29
UNIVERSITAS NEGERI MEDAN,UNIMED,FISIKA,S1,82.94
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN BAHASA JERMAN,S1,82.92
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN TEKNIK ELEKTRO,S1,82.63
UNIVERSITAS NEGERI MEDAN,UNIMED,PENDIDIKAN BAHASA PERANCIS,S1,82.4
UNIVERSITAS NEGERI MEDAN,UNIMED,SENI PERTUNJUKAN,S1,82.4
UNIVERSITAS NEGERI MEDAN,UNIMED,HUKUM BISNIS,S1,82.22
UNIVERSITAS NEGERI MEDAN,UNIMED,SAINS INFORMASI GEOGRAFI,S1,82.06
UNIVERSITAS NEGERI PADANG,UNP,TATA BOGA,D3,87.83
UNIVERSITAS NEGERI PADANG,UNP,MANAJEMEN PAJAK,D3,87.34
UNIVERSITAS NEGERI PADANG,UNP,TATA BUSANA,D3,87.27
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK PERTAMBANGAN,D3,87.27
UNIVERSITAS NEGERI PADANG,UNP,"INFORMASI, PERPUSTAKAAN & KEARSIPAN",D3,86.46
UNIVERSITAS NEGERI PADANG,UNP,KEPERAWATAN PSDKU PARIAMAN,D3,86.41
UNIVERSITAS NEGERI PADANG,UNP,MANAJEMEN PERDAGANGAN,D3,86.41
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK OTOMOTIF,D3,86.15
UNIVERSITAS NEGERI PADANG,UNP,AKUNTANSI,D3,86.13
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK MESIN,D3,85.31
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK LISTRIK,D3,84.03
UNIVERSITAS NEGERI PADANG,UNP,STATISTIKA,D3,83.82
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK PERTAMBANGAN (KAMPUS KABUPATEN SAWAHLUNTO),D3,83.64
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK SIPIL BANGUNAN GEDUNG,D3,83.63
UNIVERSITAS NEGERI PADANG,UNP,TATA BOGA PSDKU PAYAKUMBUH,D3,83.46
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK OTOMOTIF (KAMPUS KABUPATEN SAWAHLUNTO),D3,83.17
UNIVERSITAS NEGERI PADANG,UNP,TEKNOLOGI KOSMETIK,D4,88.2
UNIVERSITAS NEGERI PADANG,UNP,MANAJEMEN PERHOTELAN (NK),D4,88.14
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TATA RIAS DAN KECANTIKAN,D4,87.72
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK ELEKTRO INDUSTRI (NK),D4,85.82
UNIVERSITAS NEGERI PADANG,UNP,ANIMASI,D4,84.84
UNIVERSITAS NEGERI PADANG,UNP,PENGINDERAAN JAUH DAN SISTEM INFORMASI GEOGRAFIS,D4,84.68
UNIVERSITAS NEGERI PADANG,UNP,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,D4,83.77
UNIVERSITAS NEGERI PADANG,UNP,MANAJEMEN PERHOTELAN PSDKU PAYAKUMBUH,D4,83.4
UNIVERSITAS NEGERI PADANG,UNP,KEDOKTERAN,S1,93.49
UNIVERSITAS NEGERI PADANG,UNP,PGSD (PENDIDIKAN GURU SEKOLAH DASAR),S1,89.93
UNIVERSITAS NEGERI PADANG,UNP,MANAJEMEN (NK),S1,89.87
UNIVERSITAS NEGERI PADANG,UNP,PSIKOLOGI,S1,89.8
UNIVERSITAS NEGERI PADANG,UNP,ILMU ADMINISTRASI NEGARA (NK),S1,89.63
UNIVERSITAS NEGERI PADANG,UNP,INFORMATIKA,S1,89.57
UNIVERSITAS NEGERI PADANG,UNP,ILMU KOMUNIKASI,S1,89.5
UNIVERSITAS NEGERI PADANG,UNP,AKUNTANSI (NK),S1,89.22
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK PERTAMBANGAN (NK),S1,89.19
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,89.11
UNIVERSITAS NEGERI PADANG,UNP,BIMBINGAN DAN KONSELING,S1,89.07
UNIVERSITAS NEGERI PADANG,UNP,ILMU HUKUM,S1,89.05
UNIVERSITAS NEGERI PADANG,UNP,KEPERAWATAN,S1,88.88
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN AGAMA ISLAM,S1,88.71
UNIVERSITAS NEGERI PADANG,UNP,ADMINISTRASI PENDIDIKAN,S1,88.48
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK SIPIL,S1,88.45
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN SOSIOLOGI,S1,88.33
UNIVERSITAS NEGERI PADANG,UNP,PEND. PANCASILA & KEWARGANEGARAAN (PPKN),S1,88.31
UNIVERSITAS NEGERI PADANG,UNP,PARIWISATA,S1,88.27
UNIVERSITAS NEGERI PADANG,UNP,EKONOMI PEMBANGUNAN (NK),S1,88.19
UNIVERSITAS NEGERI PADANG,UNP,PENDD. BHS INGGRIS,S1,88.19
UNIVERSITAS NEGERI PADANG,UNP,KEDOKTERAN HEWAN,S1,88.14
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN MATEMATIKA,S1,88.13
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TEKNIK INFORMATIKA,S1,88.1
UNIVERSITAS NEGERI PADANG,UNP,BISNIS DIGITAL,S1,87.89
UNIVERSITAS NEGERI PADANG,UNP,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",S1,87.85
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN EKONOMI,S1,87.84
UNIVERSITAS NEGERI PADANG,UNP,PEND. GURU PENDIDIKAN ANAK USIA DINI,S1,87.83
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN SEJARAH,S1,87.7
UNIVERSITAS NEGERI PADANG,UNP,PENDD. KESEJAHTERAAN KELUARGA,S1,87.56
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN BIOLOGI,S1,87.56
UNIVERSITAS NEGERI PADANG,UNP,PERPUSTAKAAN DAN ILMU INFORMASI,S1,87.48
UNIVERSITAS NEGERI PADANG,UNP,STATISTIKA (NK),S1,87.47
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN GEOGRAFI,S1,87.46
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK MESIN (NK),S1,87.45
UNIVERSITAS NEGERI PADANG,UNP,PENDD. KEPELATIHAN OLAHRAGA,S1,87.41
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,87.32
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN LUAR BIASA,S1,87.32
UNIVERSITAS NEGERI PADANG,UNP,DESAIN KOMUNIKASI VISUAL,S1,87.26
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN GURU SEKOLAH DASAR – PSDKU SAWAHLUNTO,S1,87.24
UNIVERSITAS NEGERI PADANG,UNP,TEKNOLOGI PENDIDIKAN,S1,87.0
UNIVERSITAS NEGERI PADANG,UNP,SASTRA INGGRIS,S1,86.98
UNIVERSITAS NEGERI PADANG,UNP,GEOGRAFI (NK),S1,86.77
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TEKNIK OTOMOTIF,S1,86.63
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN KIMIA,S1,86.62
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK ELEKTRO,S1,86.5
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN ILMU PENGETAHUAN SOSIAL (PIPS),S1,86.48
UNIVERSITAS NEGERI PADANG,UNP,KIMIA (NK),S1,86.37
UNIVERSITAS NEGERI PADANG,UNP,TEKNIK GEOLOGI,S1,86.29
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN FISIKA,S1,86.26
UNIVERSITAS NEGERI PADANG,UNP,EKONOMI DAN KEUANGAN ISLAM,S1,86.11
UNIVERSITAS NEGERI PADANG,UNP,MANAJEMEN BISNIS SYARIAH,S1,86.11
UNIVERSITAS NEGERI PADANG,UNP,ILMU AKTUARIA,S1,85.89
UNIVERSITAS NEGERI PADANG,UNP,SASTRA INDONESIA,S1,85.81
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN BAHASA JEPANG,S1,85.58
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN SENDRATASIK,S1,85.33
UNIVERSITAS NEGERI PADANG,UNP,MATEMATIKA (NK),S1,85.32
UNIVERSITAS NEGERI PADANG,UNP,BIOLOGI (NK),S1,85.12
UNIVERSITAS NEGERI PADANG,UNP,AGRIBISNIS (KAMPUS KABUPATEN SIJUNJUNG),S1,85.11
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TEKNIK MESIN,S1,85.01
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TARI,S1,84.9
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN SENI RUPA,S1,84.81
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TEKNIK BANGUNAN,S1,84.79
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TEKNIK ELEKTRO,S1,84.78
UNIVERSITAS NEGERI PADANG,UNP,AGROTEKNOLOGI (KAMPUS KABUPATEN SIJUNJUNG),S1,84.75
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN NON FORMAL,S1,84.71
UNIVERSITAS NEGERI PADANG,UNP,ILMU KEOLAHRAGAAN (NK),S1,84.68
UNIVERSITAS NEGERI PADANG,UNP,ILMU LINGKUNGAN,S1,84.25
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN TEKNIK ELEKTRONIKA,S1,83.93
UNIVERSITAS NEGERI PADANG,UNP,FISIKA (NK),S1,83.92
UNIVERSITAS NEGERI PADANG,UNP,PETERNAKAN (KAMPUS KABUPATEN SIJUNJUNG),S1,83.66
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN MUSIK,S1,83.63
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI – PSDKU SAWAHLUNTO,S1,83.57
UNIVERSITAS NEGERI PADANG,UNP,ANTROPOLOGI,S1,83.36
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN VOKASIONAL DESAIN FASHION,S1,83.22
UNIVERSITAS NEGERI PADANG,UNP,PENDIDIKAN VOKASIONAL SENI KULINER,S1,83.17
UNIVERSITAS NEGERI SEMARANG,UNNES,DESAIN KOMUNIKASI VISUAL,D3,83.88
UNIVERSITAS NEGERI SEMARANG,UNNES,STATISTIKA TERAPAN DAN KOMPUTASI,D3,83.14
UNIVERSITAS NEGERI SEMARANG,UNNES,KEDOKTERAN,S1,92.85
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK INFORMATIKA,S1,90.62
UNIVERSITAS NEGERI SEMARANG,UNNES,MANAJEMEN,S1,89.98
UNIVERSITAS NEGERI SEMARANG,UNNES,ILMU HUKUM,S1,89.94
UNIVERSITAS NEGERI SEMARANG,UNNES,AKUNTANSI,S1,89.87
UNIVERSITAS NEGERI SEMARANG,UNNES,KESEHATAN MASYARAKAT,S1,89.77
UNIVERSITAS NEGERI SEMARANG,UNNES,FARMASI,S1,89.55
UNIVERSITAS NEGERI SEMARANG,UNNES,PSIKOLOGI,S1,89.55
UNIVERSITAS NEGERI SEMARANG,UNNES,GIZI,S1,89.54
UNIVERSITAS NEGERI SEMARANG,UNNES,BIMBINGAN DAN KONSELING,S1,89.38
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,89.12
UNIVERSITAS NEGERI SEMARANG,UNNES,SISTEM INFORMASI,S1,89.11
UNIVERSITAS NEGERI SEMARANG,UNNES,EKONOMI PEMBANGUNAN,S1,89.01
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK SIPIL,S1,88.9
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA INGGRIS,S1,88.89
UNIVERSITAS NEGERI SEMARANG,UNNES,"PENDIDIKAN JASMANI, KESEHATAN & REKREASI",S1,88.74
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TATA BOGA,S1,88.6
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN MATEMATIKA,S1,88.22
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK MESIN,S1,88.17
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN ADMINISTRASI PERKANTORAN,S1,88.0
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TATA BUSANA,S1,87.97
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN GURU SEKOLAH DASAR,S1,87.96
UNIVERSITAS NEGERI SEMARANG,UNNES,SASTRA INGGRIS,S1,87.92
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK KOMPUTER,S1,87.65
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN SOSIOLOGI & ANTROPOLOGI,S1,87.63
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TATA KECANTIKAN,S1,87.6
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BIOLOGI,S1,87.55
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,87.32
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK ELEKTRO,S1,87.29
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK ARSITEKTUR,S1,87.23
UNIVERSITAS NEGERI SEMARANG,UNNES,ILMU POLITIK,S1,87.14
UNIVERSITAS NEGERI SEMARANG,UNNES,PEND. TEKNIK INFORMATIKA & KOMPUTER,S1,87.14
UNIVERSITAS NEGERI SEMARANG,UNNES,GEOGRAFI,S1,87.06
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,S1,86.93
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN AKUNTANSI,S1,86.89
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN IPA,S1,86.85
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN SEJARAH,S1,86.84
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNIK KIMIA,S1,86.76
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,S1,86.74
UNIVERSITAS NEGERI SEMARANG,UNNES,PEND.GURU PEND. ANAK USIA DINI (PGPAUD),S1,86.73
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA DAN SASTRA JAWA,S1,86.63
UNIVERSITAS NEGERI SEMARANG,UNNES,STATISTIKA DAN SAINS DATA,S1,86.61
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA ARAB,S1,86.53
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA JEPANG,S1,86.12
UNIVERSITAS NEGERI SEMARANG,UNNES,ILMU LINGKUNGAN,S1,86.0
UNIVERSITAS NEGERI SEMARANG,UNNES,ILMU SEJARAH,S1,85.94
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN GEOGRAFI,S1,85.77
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN KIMIA,S1,85.75
UNIVERSITAS NEGERI SEMARANG,UNNES,EKONOMI DAN KEUANGAN ISLAM,S1,85.72
UNIVERSITAS NEGERI SEMARANG,UNNES,SASTRA INDONESIA,S1,85.65
UNIVERSITAS NEGERI SEMARANG,UNNES,BIOLOGI,S1,85.52
UNIVERSITAS NEGERI SEMARANG,UNNES,ILMU KEOLAHRAGAAN,S1,85.4
UNIVERSITAS NEGERI SEMARANG,UNNES,MATEMATIKA,S1,85.32
UNIVERSITAS NEGERI SEMARANG,UNNES,KIMIA,S1,85.1
UNIVERSITAS NEGERI SEMARANG,UNNES,TEKNOLOGI PENDIDIKAN,S1,84.98
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN FISIKA,S1,84.93
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN EKONOMI,S1,84.79
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN JASMANI SEKOLAH DASAR,S1,84.78
UNIVERSITAS NEGERI SEMARANG,UNNES,"P. SENI DRAMA, TARI & MUSIK (P. SENI TARI)",S1,84.64
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TEKNIK OTOMOTIF,S1,84.59
UNIVERSITAS NEGERI SEMARANG,UNNES,"SENI RUPA (DKV,LUKIS,PTNG,GRAFIS,GBR KRIYA)",S1,84.56
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TEKNIK MESIN,S1,84.54
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN NON FORMAL,S1,84.51
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TEKNIK ELEKTRO,S1,84.22
UNIVERSITAS NEGERI SEMARANG,UNNES,ILMU KOMUNIKASI,S1,84.1
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN SENI RUPA,S1,84.01
UNIVERSITAS NEGERI SEMARANG,UNNES,FISIKA,S1,83.97
UNIVERSITAS NEGERI SEMARANG,UNNES,"P. SENI DRAMA, TARI & MUSIK (P. SENI MUSIK)",S1,83.9
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN KESEJAHTERAAN KELUARGA,S1,83.88
UNIVERSITAS NEGERI SEMARANG,UNNES,SASTRA JAWA,S1,83.68
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA MANDARIN,S1,83.57
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN TEKNIK BANGUNAN,S1,83.35
UNIVERSITAS NEGERI SEMARANG,UNNES,SASTRA PRANCIS,S1,83.34
UNIVERSITAS NEGERI SEMARANG,UNNES,PENDIDIKAN BAHASA PRANCIS,S1,83.23
UNIVERSITAS NEGERI SURABAYA,UNESA,TATA BOGA,D4,86.54
UNIVERSITAS NEGERI SURABAYA,UNESA,ADMINISTRASI NEGARA,D4,86.42
UNIVERSITAS NEGERI SURABAYA,UNESA,MANAJEMEN INFORMATIKA,D4,84.53
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNIK SIPIL,D4,84.44
UNIVERSITAS NEGERI SURABAYA,UNESA,TATA BUSANA,D4,84.26
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNIK MESIN,D4,83.66
UNIVERSITAS NEGERI SURABAYA,UNESA,DESAIN GRAFIS,D4,82.83
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNIK LISTRIK,D4,82.33
UNIVERSITAS NEGERI SURABAYA,UNESA,TRANSPORTASI,D4,81.85
UNIVERSITAS NEGERI SURABAYA,UNESA,KEPELATIHAN OLAHRAGA,D4,81.52
UNIVERSITAS NEGERI SURABAYA,UNESA,PRODUKSI MEDIA,D4,81.05
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNOLOGI REKAYASA OTOMOTIF,D4,80.6
UNIVERSITAS NEGERI SURABAYA,UNESA,ANALISIS PERFORMA OLAHRAGA,D4,80.32
UNIVERSITAS NEGERI SURABAYA,UNESA,KEDOKTERAN,S1,90.05
UNIVERSITAS NEGERI SURABAYA,UNESA,MANAJEMEN,S1,89.92
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN GURU SEKOLAH DASAR,S1,89.86
UNIVERSITAS NEGERI SURABAYA,UNESA,PSIKOLOGI,S1,89.83
UNIVERSITAS NEGERI SURABAYA,UNESA,AKUNTANSI,S1,89.8
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU KOMUNIKASI,S1,89.72
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU HUKUM,S1,89.45
UNIVERSITAS NEGERI SURABAYA,UNESA,BISNIS DIGITAL,S1,89.03
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNIK INFORMATIKA,S1,89.03
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU ADMINISTRASI NEGARA,S1,89.0
UNIVERSITAS NEGERI SURABAYA,UNESA,GIZI,S1,88.78
UNIVERSITAS NEGERI SURABAYA,UNESA,KECERDASAN ARTIFISIAL,S1,88.77
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN ADMINISTRASI PERKANTORAN,S1,88.68
UNIVERSITAS NEGERI SURABAYA,UNESA,BIMBINGAN DAN KONSELING,S1,88.54
UNIVERSITAS NEGERI SURABAYA,UNESA,KEBIDANAN,S1,88.48
UNIVERSITAS NEGERI SURABAYA,UNESA,SISTEM INFORMASI,S1,88.45
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,88.41
UNIVERSITAS NEGERI SURABAYA,UNESA,KEPERAWATAN,S1,88.37
UNIVERSITAS NEGERI SURABAYA,UNESA,EKONOMI,S1,88.14
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA INGGRIS,S1,87.85
UNIVERSITAS NEGERI SURABAYA,UNESA,BIOSAINS HEWAN,S1,87.83
UNIVERSITAS NEGERI SURABAYA,UNESA,FILM DAN ANIMASI,S1,87.76
UNIVERSITAS NEGERI SURABAYA,UNESA,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",S1,87.65
UNIVERSITAS NEGERI SURABAYA,UNESA,SASTRA INGGRIS,S1,87.63
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TATA BOGA,S1,87.4
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TATA BUSANA,S1,87.38
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNIK ELEKTRO,S1,87.33
UNIVERSITAS NEGERI SURABAYA,UNESA,SAINS DATA,S1,87.27
UNIVERSITAS NEGERI SURABAYA,UNESA,DESAIN KOMUNIKASI VISUAL,S1,87.26
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN MATEMATIKA,S1,87.25
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BIOLOGI,S1,87.19
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TATA RIAS,S1,87.02
UNIVERSITAS NEGERI SURABAYA,UNESA,HUBUNGAN INTERNASIONAL,S1,87.01
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN KEPELATIHAN OLAHRAGA,S1,86.76
UNIVERSITAS NEGERI SURABAYA,UNESA,SOSIOLOGI,S1,86.45
UNIVERSITAS NEGERI SURABAYA,UNESA,MANAJEMEN PENDIDIKAN,S1,86.34
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN SEJARAH,S1,86.01
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,S1,85.92
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,S1,85.87
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN EKONOMI,S1,85.7
UNIVERSITAS NEGERI SURABAYA,UNESA,EKONOMI ISLAM,S1,85.66
UNIVERSITAS NEGERI SURABAYA,UNESA,AGRIBISNIS DIGITAL,S1,85.61
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN ILMU PENGETAHUAN ALAM,S1,85.56
UNIVERSITAS NEGERI SURABAYA,UNESA,BIOLOGI,S1,85.47
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN IPS,S1,85.43
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN GEOGRAFI,S1,85.14
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA JEPANG,S1,84.93
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA DAN SASTRA JAWA,S1,84.87
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN AKUNTANSI,S1,84.81
UNIVERSITAS NEGERI SURABAYA,UNESA,KIMIA,S1,84.75
UNIVERSITAS NEGERI SURABAYA,UNESA,SASTRA INDONESIA,S1,84.73
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TEKNOLOGI INFORMASI,S1,84.53
UNIVERSITAS NEGERI SURABAYA,UNESA,MATEMATIKA,S1,84.47
UNIVERSITAS NEGERI SURABAYA,UNESA,TEKNOLOGI PENDIDIKAN,S1,84.41
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU KEOLAHRAGAAN,S1,84.33
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN GURU SEKOLAH DASAR (UNESA KAMPUS MAGETAN),S1,83.99
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BISNIS,S1,83.96
UNIVERSITAS NEGERI SURABAYA,UNESA,MANAJEMEN (UNESA KAMPUS MAGETAN),S1,83.69
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN KIMIA,S1,83.68
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU POLITIK,S1,83.67
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN LUAR BIASA,S1,83.51
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN FISIKA,S1,83.46
UNIVERSITAS NEGERI SURABAYA,UNESA,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",S1,83.19
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN SENI RUPA,S1,83.14
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN LUAR SEKOLAH,S1,82.86
UNIVERSITAS NEGERI SURABAYA,UNESA,ILMU KOMUNIKASI (UNESA KAMPUS MAGETAN),S1,82.82
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN BAHASA MANDARIN,S1,82.63
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TEKNIK ELEKTRO,S1,82.32
UNIVERSITAS NEGERI SURABAYA,UNESA,AKUAKULTUR,S1,82.28
UNIVERSITAS NEGERI SURABAYA,UNESA,BIMBINGAN DAN KONSELING (KAMPUS KABUPATEN MAGETAN),S1,82.17
UNIVERSITAS NEGERI SURABAYA,UNESA,SAINS AKTUARIA,S1,82.07
UNIVERSITAS NEGERI SURABAYA,UNESA,PERENCANAAN WILAYAH DAN KOTA,S1,82.02
UNIVERSITAS NEGERI SURABAYA,UNESA,FISIOTERAPI,S1,82.0
UNIVERSITAS NEGERI SURABAYA,UNESA,PENDIDIKAN TEKNIK MESIN,S1,82.0
