nama,jurusan_sma,nilai_sem1,nilai_sem2,nilai_sem3,nilai_sem4,nilai_sem5,rata_rata,nama_sekolah,ranking,akreditasi,indeks_sekolah,kuota_eligible,provinsi,nilai_berbobot,target_ptn,target_prodi,target_jenjang,passing_grade,daya_tampung_2026,peminat_2025,rasio_keketatan,target_lulus_snbp
Siswa_202,IPA,87.1,85.4,88.9,93.2,94.7,89.86,SMAN 1 NGANJUK,972,C,85.42,0.05,JAWA TIMUR,76.76,UNIVERSITAS TADULAKO,MANAJEMEN (PSDKU MOROWALI),Sarjana,82.39,30,40.0,0.75,1
Siswa_203,IPA,80.2,79.9,82.4,89.7,92.1,84.86,SMAN 1 CIBINONG,513,C,92.31,0.05,JAWA BARAT,78.33,UNIVERSITAS LAMPUNG,EKONOMI PEMBANGUNAN,Sarjana,86.07,50,340.0,0.1471,0
Siswa_204,IPS,84.8,87.5,89.1,87.8,89.1,87.66,SMAN 1 SLAWI,313,B,95.32,0.25,JAWA TENGAH,83.56,UNIVERSITAS NEGERI PADANG,ILMU ADMINISTRASI NEGARA (NK),Sarjana,89.63,50,758.0,0.066,0
Siswa_205,IPS,85.0,87.9,85.6,87.1,86.3,86.38,SMAS ALBANNA,576,C,91.37,0.05,BALI,78.93,UNIVERSITAS TEUKU UMAR,BISNIS DIGITAL,Sarjana,82.98,38,87.0,0.4368,0
Siswa_206,IPA,79.2,81.2,80.3,77.2,76.1,78.8,SMAN 1 WONOSARI,886,C,86.71,0.05,JAWA TENGAH,68.33,UNIVERSITAS JEMBER,SOSIOLOGI,Sarjana,87.21,55,255.0,0.2157,0
Siswa_207,IPA,92.5,95.0,95.7,97.8,99.1,96.02,SMKN 1 SINGOSARI,980,C,85.3,0.05,JAWA TIMUR,81.91,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,EKONOMI PEMBANGUNAN,Sarjana,83.02,20,11.0,1.8182,1
Siswa_208,IPS,89.4,91.4,92.6,92.5,93.4,91.86,SMAN 3 KOTA DEPOK,284,B,95.75,0.25,JAWA BARAT,87.96,UNIVERSITAS GADJAH MADA,ILMU EKONOMI,Sarjana,90.0,30,319.0,0.094,0
Siswa_209,IPA,83.9,83.6,82.4,87.2,88.2,85.06,SMAS SANTA MARIA,121,B,98.2,0.25,JAWA TIMUR,83.53,UNIVERSITAS LAMBUNG MANGKURAT,PENDIDIKAN IPS,Sarjana,82.13,20,61.0,0.3279,1
Siswa_210,IPA,85.1,87.0,92.8,92.3,96.6,90.76,SMAN 91 JAKARTA,107,B,98.41,0.25,DKI JAKARTA,89.32,UNIVERSITAS PAPUA,TEKNIK INFORMATIKA,Sarjana,86.6,24,132.0,0.1818,1
Siswa_211,IPA,86.0,88.6,92.7,90.3,91.5,89.82,SMAS LAB SCHOOL,933,C,86.01,0.05,ACEH,77.25,UNIVERSITAS GADJAH MADA,MANAJEMEN DAN KEBIJAKAN PUBLIK,Sarjana,90.36,24,262.0,0.0916,0
Siswa_212,IPS,74.8,77.3,79.5,79.6,81.3,78.5,SMAN 6 BEKASI,687,C,89.7,0.05,JAWA BARAT,70.41,UNIVERSITAS TANJUNGPURA,STATISTIK,Sarjana,86.5,35,124.0,0.2823,0
Siswa_213,IPS,83.8,87.1,88.3,85.3,86.3,86.16,SMAN 1 GUBUG,997,C,85.05,0.05,JAWA TENGAH,73.28,POLITEKNIK NEGERI MEDAN,TEKNOLOGI REKAYASA JARINGAN TELEKOMUNIKASI,Sarjana Terapan,86.07,45,211.0,0.2133,0
Siswa_214,IPA,81.6,84.0,84.6,87.1,88.5,85.16,SMAN 1 PURBALINGGA,204,B,96.95,0.25,JAWA TENGAH,82.56,INSTITUT PERTANIAN BOGOR,EKOWISATA (KAMPUS SUKABUMI),Sarjana Terapan,85.54,36,189.0,0.1905,0
Siswa_215,IPS,80.0,81.7,80.8,77.7,77.1,79.46,SMAS GLOBAL MANDIRI,165,B,97.54,0.25,JAWA BARAT,77.51,UNIVERSITAS NEGERI PADANG,"INFORMASI, PERPUSTAKAAN & KEARSIPAN",Diploma Tiga,86.46,24,138.0,0.1739,0
Siswa_216,IPA,83.6,86.7,87.9,88.9,90.4,87.5,SMAN 64 JAKARTA,305,B,95.44,0.25,DKI JAKARTA,83.51,UIN SUNAN AMPEL SURABAYA,MANAJEMEN,Sarjana,86.07,63,427.0,0.1475,0
Siswa_217,IPA,94.0,94.9,96.5,93.3,92.6,94.26,MAS NU BANAT KUDUS,497,C,92.55,0.05,JAWA TENGAH,87.24,POLITEKNIK NEGERI KUPANG,MESIN OTOMOTIF,Diploma Tiga,86.07,12,26.0,0.4615,0
Siswa_218,IPS,88.2,87.4,86.0,86.3,85.8,86.74,SMAN 11 BEKASI,632,C,90.53,0.05,JAWA BARAT,78.53,UNIVERSITAS NEGERI YOGYAKARTA,TEKNIK MESIN,Sarjana Terapan,86.19,8,278.0,0.0288,0
Siswa_219,IPS,82.1,82.8,84.5,88.8,89.5,85.54,MAN 1 PEKANBARU,556,C,91.67,0.05,RIAU,78.41,UNIVERSITAS JEMBER,ILMU KESEJAHTERAAN SOSIAL,Sarjana,87.6,55,231.0,0.2381,0
Siswa_220,IPS,87.9,87.4,88.1,89.8,90.2,88.68,SMAN 79 JAKARTA,824,C,87.64,0.05,DKI JAKARTA,77.72,UNIVERSITAS SRIWIJAYA,TEKNIK SIPIL,Sarjana,88.97,35,667.0,0.0525,0
Siswa_221,IPS,92.0,91.6,88.8,88.1,89.3,89.96,SMAN 10 PADANG,156,B,97.67,0.25,SUMATERA BARAT,87.86,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNOLOGI REKAYASA KONVERSI ENERGI,Sarjana Terapan,85.12,27,206.0,0.1311,0
Siswa_222,IPA,89.6,90.3,89.6,90.6,89.3,89.88,SMAN 1 PANGKALAN BUN,367,B,94.5,0.25,KALIMANTAN TENGAH,84.94,UNIVERSITAS SEBELAS MARET,DESAIN KOMUNIKASI VISUAL,Sarjana,89.62,30,460.0,0.0652,0
Siswa_223,IPA,85.3,84.7,84.9,85.9,86.5,85.46,SMKN 1 KEBUMEN,719,C,89.22,0.05,JAWA TENGAH,76.25,UNIVERSITAS SAM RATULANGI,TEKNOLOGI PANGAN,Sarjana,82.9,15,37.0,0.4054,0
Siswa_224,IPA,81.8,82.1,86.9,88.9,88.8,85.7,MAS AL MUKMIN NGRUKI,902,C,86.47,0.05,JAWA TENGAH,74.1,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,86.07,17,15.0,1.1333,0
Siswa_225,IPA,88.5,85.7,87.8,86.1,85.3,86.68,SMKN 48 JAKARTA,620,C,90.71,0.05,DKI JAKARTA,78.63,UNIVERSITAS PENDIDIKAN GANESHA,KEPERAWATAN,Sarjana,88.1,11,311.0,0.0354,0
Siswa_226,IPA,87.0,88.4,86.7,88.9,90.1,88.22,SMAN 80 JAKARTA,251,B,96.25,0.25,DKI JAKARTA,84.91,POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,PENGELOLAAN PERKEBUNAN KOPI,Sarjana Terapan,86.07,17,6.0,2.8333,0
Siswa_227,IPS,89.5,90.5,92.5,88.0,87.8,89.66,SMAN 4 PURWOREJO,957,C,85.65,0.05,JAWA TENGAH,76.79,INSTITUT TEKNOLOGI KALIMANTAN,TEKNIK MESIN,Sarjana,87.93,25,219.0,0.1142,0
Siswa_228,IPA,88.2,87.5,85.4,85.2,83.8,86.02,SMAN 1 PURWAKARTA,916,C,86.26,0.05,JAWA BARAT,74.2,UNIVERSITAS NEGERI MANADO,PENDIDIKAN IPA,Sarjana,86.07,18,14.0,1.2857,0
Siswa_229,IPS,90.2,92.6,95.7,95.8,96.2,94.1,SMAS ISLAMIC VILLAGE,882,C,86.77,0.05,BANTEN,81.65,UNIVERSITAS PALANGKARAYA,PEND. FISIKA,Sarjana,81.13,18,22.0,0.8182,0
Siswa_230,IPS,82.3,85.2,85.3,87.5,88.9,85.84,SMAN 1 GRESIK,334,B,95.0,0.25,JAWA TIMUR,81.55,UNIVERSITAS GADJAH MADA,TEKNOLOGI HASIL PERIKANAN,Sarjana,85.25,23,138.0,0.1667,1
Siswa_231,IPS,91.6,89.4,90.2,91.2,90.5,90.58,SMA NEGERI 1 BERGAS,642,C,90.38,0.05,JAWA TENGAH,81.87,INSTITUT TEKNOLOGI KALIMANTAN,TEKNOLOGI PANGAN,Sarjana,86.1,40,148.0,0.2703,0
Siswa_232,IPA,86.0,85.5,89.1,87.3,87.7,87.12,SMA Islam Terpadu Granada,969,C,85.47,0.05,KALIMANTAN TIMUR,74.46,UNIVERSITAS BENGKULU,AKUNTANSI,Sarjana,80.95,40,646.0,0.0619,0
Siswa_233,IPA,95.4,94.8,93.3,92.3,91.8,93.52,SMA ISLAM AL AZHAR 22,511,C,92.34,0.05,JAWA BARAT,86.36,POLITEKNIK NEGERI INDRAMAYU,TEKNOLOGI REKAYASA KOMPUTER,Sarjana Terapan,86.07,15,174.5,0.2013,1
Siswa_234,IPA,81.6,80.7,78.9,80.3,79.6,80.22,SMAN 1 CILEUNGSI,293,B,95.62,0.25,JAWA BARAT,76.71,UNIVERSITAS SEBELAS MARET,SASTRA INDONESIA,Sarjana,86.34,17,262.0,0.0649,0
Siswa_235,IPA,93.7,96.3,96.2,97.0,99.3,96.5,MAN INSAN CENDEKIA KOTA BATAM,20,A,99.71,0.4,KEPULAUAN RIAU,96.22,POLITEKNIK NEGERI BALI,AKUNTANSI PERPAJAKAN,Sarjana Terapan,86.07,45,183.0,0.2459,1
Siswa_236,IPS,86.0,86.6,89.7,89.5,90.6,88.48,SMA NEGERI TARUNA NALA JAWA TIMUR,282,B,95.78,0.25,JAWA TIMUR,84.75,INSTITUT PERTANIAN BOGOR,SILVIKULTUR,Sarjana,87.81,44,338.0,0.1302,0
Siswa_237,IPA,81.7,82.2,80.2,80.2,78.3,80.52,SMA NEGERI 3 PATI,797,C,88.05,0.05,JAWA TENGAH,70.9,INSTITUT TEKNOLOGI SUMATERA,TEKNIK GEOFISIKA,Sarjana,86.69,70,178.0,0.3933,0
Siswa_238,IPA,82.6,79.6,74.9,77.3,76.6,78.2,MAN INSAN CENDEKIA SERPONG,1,A,100.0,0.4,BANTEN,78.2,POLITEKNIK NEGERI UJUNG PANDANG,BAHASA INGGRIS UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,86.07,8,5.0,1.6,0
Siswa_239,IPS,83.4,85.7,85.8,85.7,85.6,85.24,SMAN SUMATERA SELATAN,119,B,98.23,0.25,SUMATERA SELATAN,83.73,UNIVERSITAS NEGERI SURABAYA,PENDIDIKAN TATA BUSANA,Sarjana,87.38,100,420.0,0.2381,1
Siswa_240,IPA,87.1,85.6,87.7,88.6,89.5,87.7,MAN Insan Cendekia Gorontalo,35,A,99.49,0.4,GORONTALO,87.25,UNIVERSITAS PENDIDIKAN INDONESIA,PGSD KAMPUS BUMI SILIWANGI,Sarjana,89.94,64,1064.0,0.0602,0
Siswa_241,IPS,87.6,88.7,92.1,97.5,98.5,92.88,SMA NEGERI 01 PALEMBANG,198,B,97.04,0.25,SUMATERA SELATAN,90.13,UNIVERSITAS PADJADJARAN,ILMU PEMERINTAHAN,Sarjana,87.5,21,368.0,0.0571,0
Siswa_242,IPS,82.1,83.7,83.8,81.9,81.8,82.66,MAN 1 KOTA KEDIRI,485,C,92.73,0.05,JAWA TIMUR,76.65,UIN MALANG,TEKNIK LINGKUNGAN,Sarjana,86.07,15,42.0,0.3571,0
Siswa_243,IPS,84.9,88.6,88.8,86.1,86.7,87.02,SMAS SANTA MARIA,757,C,88.65,0.05,DI YOGYAKARTA,77.14,UNIVERSITAS SAMUDRA,PENDIDIKAN GEOGRAFI,Sarjana,84.41,48,111.0,0.4324,0
Siswa_244,IPA,95.7,94.1,97.4,100.0,100.0,97.44,SMAN 5 YOGYAKARTA,59,A,99.13,0.4,DI YOGYAKARTA,96.59,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN IPS,Sarjana,85.87,22,178.0,0.1236,1
Siswa_245,IPA,93.6,88.6,85.9,85.5,83.2,87.36,SMAN 1 SUBANG,837,C,87.45,0.05,JAWA BARAT,76.4,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN VOKASIONAL DESAIN FASHION,Sarjana,86.07,22,174.5,0.2013,0
Siswa_246,IPS,87.2,88.5,88.8,89.1,89.1,88.54,SMAN 2 BALIGE,161,B,97.6,0.25,SUMATERA UTARA,86.42,UNIVERSITAS NEGERI MEDAN,TEKNIK SIPIL,Sarjana,88.05,51,599.0,0.0851,0
Siswa_247,IPA,85.2,89.8,91.2,90.6,91.1,89.58,SMAS BRAWIJAYA SMART SCHOOL,691,C,89.64,0.05,JAWA TIMUR,80.3,UNIVERSITAS JAMBI,ADMINISTRASI PENDIDIKAN,Sarjana,85.91,30,143.0,0.2098,0
Siswa_248,IPS,85.6,89.1,91.0,91.5,92.0,89.84,SMA KESATUAN BANGSA,206,B,96.92,0.25,DI YOGYAKARTA,87.07,INSTITUT TEKNOLOGI SUMATERA,SAINS DATA,Sarjana,88.23,46,199.0,0.2312,1
Siswa_249,IPS,88.1,89.5,89.5,93.7,96.0,91.36,SMAS UNGGUL DEL,12,A,99.83,0.4,SUMATERA UTARA,91.2,UNIVERSITAS TADULAKO,MANAJEMEN (PSDKU MOROWALI),Sarjana,82.39,30,40.0,0.75,1
Siswa_250,IPS,79.9,79.9,81.0,83.6,84.5,81.78,SMAN 3 PAINAN,490,C,92.66,0.05,SUMATERA BARAT,75.78,UNIVERSITAS NEGERI MAKASSAR,MANAJEMEN,Sarjana,89.9,112,1458.0,0.0768,0
Siswa_251,IPA,83.7,86.3,82.4,85.1,84.3,84.36,SMAN 1 KEDUNGWARU,276,B,95.87,0.25,JAWA TIMUR,80.88,"UPN ""VETERAN"" YOGYAKARTA",TEKNIK GEOFISIKA,Sarjana,86.07,27,343.0,0.0787,0
Siswa_252,IPA,76.7,75.7,75.4,73.6,73.8,75.04,SMA NEGERI 1 SUBAH,693,C,89.61,0.05,JAWA TENGAH,67.24,UNIVERSITAS SEBELAS MARET,PEND. GURU SEKOLAH DASAR (PGSD) KEBUMEN,Sarjana,88.56,24,334.0,0.0719,0
Siswa_253,IPS,87.0,88.9,90.9,89.6,91.7,89.62,SMAS ISLAM AL-AZHAR BSD,242,B,96.38,0.25,BANTEN,86.38,UNIVERSITAS SUMATERA UTARA,ILMU DAN TEKNOLOGI PANGAN,Sarjana,87.55,25,609.0,0.0411,0
Siswa_254,IPA,88.2,90.2,89.3,84.6,84.8,87.42,SMAS KRIDA NUSANTARA,216,B,96.77,0.25,JAWA BARAT,84.6,ISI PADANG PANJANG,PRODUKSI MEDIA,Sarjana Terapan,86.07,15,4.0,3.75,1
Siswa_255,IPA,82.6,85.7,86.8,86.2,85.6,85.38,SMAN 80 JAKARTA,251,B,96.25,0.25,DKI JAKARTA,82.18,UNIVERSITAS LAMPUNG,ILMU ADM. NIAGA/BISNIS,Sarjana,90.12,60,850.0,0.0706,0
Siswa_256,IPA,92.9,99.4,100.0,100.0,100.0,98.46,SMKN 1 PURBALINGGA,811,C,87.84,0.05,JAWA TENGAH,86.49,UNIVERSITAS DIPONEGORO,TEKNIK KOMPUTER,Sarjana,89.95,42,780.0,0.0538,0
Siswa_257,IPS,78.9,80.7,81.0,83.0,84.7,81.66,SMAS SANTO THOMAS 1 MEDAN,126,B,98.12,0.25,SUMATERA UTARA,80.12,UNIVERSITAS TANJUNGPURA,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,81.6,18,39.0,0.4615,1
Siswa_258,IPS,77.7,77.7,79.0,79.6,79.4,78.68,SMAN 1 DURENAN,994,C,85.09,0.05,JAWA TIMUR,66.95,UNIVERSITAS AIRLANGGA,BIOLOGI,Sarjana,84.94,27,226.0,0.1195,0
Siswa_259,IPA,86.1,87.1,86.1,87.1,87.6,86.8,SMAN 1 BALIKPAPAN,217,B,96.76,0.25,KALIMANTAN TIMUR,83.99,INSTITUT TEKNOLOGI SUMATERA,PERENCANAAN WILAYAH DAN KOTA,Sarjana,88.27,74,265.0,0.2792,0
Siswa_260,IPA,90.2,87.7,88.3,87.9,88.1,88.44,SMA NEGERI 01,306,B,95.42,0.25,JAWA TENGAH,84.39,UNIVERSITAS BENGKULU,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,89.96,32,1022.0,0.0313,1
Siswa_261,IPS,93.4,93.0,95.3,96.7,96.5,94.98,SMA NEGERI 3 PATI,797,C,88.05,0.05,JAWA TENGAH,83.63,POLITEKNIK NEGERI MEDAN,TEKNIK KONVERSI ENERGI,Diploma Tiga,86.07,45,67.0,0.6716,0
Siswa_262,IPS,82.7,82.9,84.2,86.7,87.3,84.76,SMAS AL IZHAR JAKARTA,185,B,97.24,0.25,DKI JAKARTA,82.42,UNIVERSITAS HASANUDDIN,BUDIDAYA PERAIRAN,Sarjana,81.96,39,62.0,0.629,0
Siswa_263,IPA,90.4,90.3,90.2,87.9,84.9,88.74,SMAS LABSCHOOL JAKARTA,39,A,99.43,0.4,DKI JAKARTA,88.23,INSTITUT PERTANIAN BOGOR,EKONOMI PEMBANGUNAN,Sarjana,89.97,52,690.0,0.0754,0
Siswa_264,IPA,84.8,86.1,87.6,89.2,89.1,87.36,SMAN 60 JAKARTA,223,B,96.67,0.25,DKI JAKARTA,84.45,UNIVERSITAS BENGKULU,STATISTIKA,Sarjana,83.53,16,145.0,0.1103,0
Siswa_265,IPS,84.1,83.5,85.9,88.8,89.4,86.34,SMA NEGERI 02,184,B,97.25,0.25,JAWA TENGAH,83.97,UNIVERSITAS SINGAPERBANGSA KARAWANG,PEND. BAHASA INGGRIS,Sarjana,84.27,71,361.0,0.1967,0
Siswa_266,IPS,89.4,92.7,89.6,89.7,88.8,90.04,SMAS LABORATORIUM - PERCONTOHAN UPI,495,C,92.58,0.05,JAWA BARAT,83.36,UNIVERSITAS PATTIMURA,ILMU TANAH,Sarjana,81.34,6,3.0,2.0,1
Siswa_267,IPS,88.3,89.3,92.6,95.0,97.4,92.52,MAN 1 JEMBER,427,C,93.6,0.05,JAWA TIMUR,86.6,UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN BAHASA INDONESIA,Sarjana,89.52,75,506.0,0.1482,1
Siswa_268,IPS,77.1,78.1,78.4,85.1,85.3,80.8,SMAS ZION,178,B,97.34,0.25,SULAWESI SELATAN,78.65,INSTITUT PERTANIAN BOGOR,EKOWISATA (KAMPUS SUKABUMI),Sarjana Terapan,85.54,36,189.0,0.1905,0
Siswa_269,IPA,92.4,92.7,94.6,95.4,95.5,94.12,SMA Negeri 2 Tasikmalaya,919,C,86.22,0.05,JAWA BARAT,81.15,UNIVERSITAS PATTIMURA,IL. ADM. NEGARA,Sarjana,86.11,57,67.0,0.8507,0
Siswa_270,IPA,91.9,93.2,96.6,98.4,99.6,95.94,SMAN 32 JAKARTA,428,C,93.59,0.05,DKI JAKARTA,89.79,UNIVERSITAS TRUNOJOYO MADURA,ILMU HUKUM,Sarjana,86.89,223,320.0,0.6969,1
Siswa_271,IPS,81.9,84.5,82.8,82.3,83.5,83.0,SMAS MARDI YUANA PANCORAN MAS,294,B,95.6,0.25,JAWA BARAT,79.35,POLITEKNIK NEGERI LHOKSEUMAWE,TEKNOLOGI REKAYASA JARINGAN TELEKOMUNIKASI,Sarjana Terapan,86.07,28,29.0,0.9655,0
Siswa_272,IPS,87.0,86.2,85.8,87.2,86.1,86.46,MAN 1 MALANG,852,C,87.22,0.05,JAWA TIMUR,75.41,UIN MALANG,PENDIDIKAN IPS,Sarjana,86.07,74,182.0,0.4066,0
Siswa_273,IPS,87.5,87.2,87.6,89.5,90.8,88.52,MAN 2 Kota Kediri,151,B,97.75,0.25,JAWA TIMUR,86.53,POLITEKNIK NEGERI BANDUNG,BAHASA INGGRIS,Diploma Tiga,86.07,20,209.0,0.0957,0
Siswa_274,IPS,86.3,86.7,86.1,87.5,87.7,86.86,SMAN 5 BOGOR,384,B,94.25,0.25,JAWA BARAT,81.87,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,TEKNIK FISIKA,Sarjana,86.67,40,302.0,0.1325,1
Siswa_275,IPA,82.2,80.6,85.0,84.0,83.5,83.06,SMA MUHAMMADIYAH 10 GKB GRESIK,638,C,90.44,0.05,JAWA TIMUR,75.12,UNIVERSITAS NEGERI GORONTALO,EKONOMI PEMBANGUNAN,Sarjana,84.55,36,43.0,0.8372,0
Siswa_276,IPA,81.6,81.0,80.3,81.7,82.1,81.34,SMAN 1 SUMENEP,813,C,87.81,0.05,JAWA TIMUR,71.42,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,TEKNIK SIPIL,Sarjana,84.34,25,45.0,0.5556,0
Siswa_277,IPS,84.9,84.9,84.8,88.7,89.5,86.56,SMA NEGERI 1 REMBANG,308,B,95.39,0.25,JAWA TENGAH,82.57,UNIVERSITAS DIPONEGORO,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,85.25,24,144.0,0.1667,1
Siswa_278,IPS,90.9,93.6,95.0,96.9,97.4,94.76,MAN 2 PONTIANAK,336,B,94.97,0.25,KALIMANTAN BARAT,89.99,UNIVERSITAS AIRLANGGA,PERPAJAKAN,Diploma Tiga,85.86,60,268.0,0.2239,1
Siswa_279,IPS,87.7,89.2,87.8,90.8,91.4,89.38,SMAS NURUL HIKMAH,946,C,85.81,0.05,JAWA BARAT,76.7,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,84.23,16,97.0,0.1649,1
Siswa_280,IPS,83.1,84.5,84.7,85.3,85.4,84.6,SMAN 10 BANDUNG,746,C,88.81,0.05,JAWA BARAT,75.13,UNIVERSITAS RIAU,TEKNOLOGI PULP DAN KERTAS,Diploma Tiga,86.1,18,161.0,0.1118,0
Siswa_281,IPS,88.9,91.6,93.2,95.7,96.9,93.26,SMAS ISTIQAMAH,892,C,86.62,0.05,JAWA BARAT,80.78,UIN RADEN MAS SAID SURAKARTA,BISNIS DIGITAL,Sarjana,86.07,32,174.5,0.2013,0
Siswa_282,IPA,70.8,71.5,71.8,73.4,74.4,72.38,SMAN 20 BANDUNG,375,B,94.38,0.25,JAWA BARAT,68.31,POLITEKNIK ELEKTRONIKA NEGERI SURABAYA (PENS),TEKNOLOGI GAME,Sarjana Terapan,86.07,36,161.0,0.2236,0
Siswa_283,IPA,90.7,92.5,93.3,92.4,94.0,92.58,SMAN 2 JAKARTA,8,A,99.89,0.4,DKI JAKARTA,92.48,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN MATEMATIKA,Sarjana,88.07,16,298.0,0.0537,1
Siswa_284,IPA,76.3,77.1,77.0,78.7,78.1,77.44,SMAN 1 KARANGANOM,341,B,94.89,0.25,JAWA TENGAH,73.48,UNIVERSITAS ANDALAS,ILMU TANAH,Sarjana,85.63,65,163.0,0.3988,0
Siswa_285,IPA,83.2,84.7,82.7,81.7,83.2,83.1,SMAS IT UMMUL QURO,129,B,98.08,0.25,JAWA BARAT,81.5,POLITEKNIK NEGERI UJUNG PANDANG,TEKNIK TELEKOMUNIKASI,Diploma Tiga,86.07,23,18.0,1.2778,0
Siswa_286,IPA,79.4,79.2,80.9,80.6,79.2,79.86,SMA NEGERI 5 TARUNA BRAWIJAYA JAWA TIMUR,776,C,88.36,0.05,JAWA TIMUR,70.56,INSTITUT TEKNOLOGI SUMATERA,TEKNIK SISTEM ENERGI,Sarjana,84.19,35,94.0,0.3723,0
Siswa_287,IPA,78.5,74.6,79.2,80.5,80.7,78.7,SMAN 8 DEPOK,669,C,89.97,0.05,JAWA BARAT,70.81,UNIVERSITAS JAMBI,SISTEM INFORMASI,Sarjana,89.19,23,668.0,0.0344,0
Siswa_288,IPA,90.8,91.5,92.6,94.2,95.2,92.86,SMA IT AT TAUFIQ,352,B,94.73,0.25,JAWA BARAT,87.97,UNIVERSITAS NUSA CENDANA,MATEMATIKA,Sarjana,83.22,36,116.0,0.3103,1
Siswa_289,IPA,82.7,86.5,88.0,86.6,87.5,86.26,SMAS CENDANA MANDAU,358,B,94.64,0.25,RIAU,81.64,UNIVERSITAS AIRLANGGA,KESELAMATAN DAN KESEHATAN KERJA,Sarjana Terapan,88.45,40,903.0,0.0443,0
Siswa_290,IPA,86.7,89.6,92.0,95.1,96.0,91.88,SMAN 23 BANDUNG,517,C,92.25,0.05,JAWA BARAT,84.76,POLITEKNIK PERTANIAN NEGERI KUPANG,TEKNOLOGI BUDIDAYA PERIKANAN,Sarjana Terapan,86.07,18,174.5,0.2013,0
Siswa_291,IPA,84.8,87.7,86.2,88.3,88.7,87.14,SMAS LABORATORIUM - PERCONTOHAN UPI,495,C,92.58,0.05,JAWA BARAT,80.67,ISI SURAKARTA,SENJATA TRADISIONAL KERIS,Sarjana Terapan,86.07,10,3.0,3.3333,0
Siswa_292,IPA,87.4,90.9,95.3,94.9,95.8,92.86,SMAN 1 PURWOREJO,86,A,98.72,0.4,JAWA TENGAH,91.67,ISI PADANG PANJANG,PARIWISATA,Sarjana,86.07,60,87.0,0.6897,1
Siswa_293,IPS,85.4,86.6,88.0,85.9,85.5,86.28,SMAN 109 JAKARTA,175,B,97.39,0.25,DKI JAKARTA,84.03,UNIVERSITAS JEMBER,TEKNIK PERTAMBANGAN,Sarjana,88.5,24,407.0,0.059,0
Siswa_294,IPA,78.6,80.0,84.2,85.0,86.7,82.9,SMKN 3 KOTA BEKASI,802,C,87.97,0.05,JAWA BARAT,72.93,UNIVERSITAS SEMBILAN BELAS NOVEMBER KOLAKA,SISTEM INFORMASI,Sarjana,86.34,38,85.0,0.4471,0
Siswa_295,IPA,90.0,89.7,89.3,89.4,89.6,89.6,SMAS SUTOMO 2,193,B,97.12,0.25,SUMATERA UTARA,87.02,POLITEKNIK MANUFAKTUR BANDUNG,TEKNOLOGI REKAYASA INFORMATIKA INDUSTRI,Sarjana Terapan,86.07,17,209.0,0.0813,1
Siswa_296,IPA,82.5,82.9,87.5,88.8,89.3,86.2,SMAN 1 GOMBONG,311,B,95.35,0.25,JAWA TENGAH,82.19,POLITEKNIK NEGERI SAMARINDA,KETATALAKSANAAN PELAYARAN NIAGA DAN KEPELABUHAN,Diploma Tiga,86.07,36,48.0,0.75,0
Siswa_297,IPS,77.2,79.4,82.0,82.3,83.9,80.96,SMAN SUMATERA SELATAN,119,B,98.23,0.25,SUMATERA SELATAN,79.53,UNIVERSITAS SEBELAS MARET,PENDIDIKAN BAHASA INGGRIS,Sarjana,88.95,18,420.0,0.0429,0
Siswa_298,IPA,82.9,86.3,88.4,85.4,86.1,85.82,SMAN 8 BANDUNG,218,B,96.74,0.25,JAWA BARAT,83.02,UNIVERSITAS JENDERAL SOEDIRMAN,ILMU GIZI,Sarjana,89.55,66,865.0,0.0763,0
Siswa_299,IPS,92.5,93.2,94.7,94.9,96.0,94.26,MAN 1 JEMBER,427,C,93.6,0.05,JAWA TIMUR,88.23,POLITEKNIK NEGERI SUBANG,TEKNOLOGI PRODUKSI TANAMAN PANGAN,Sarjana Terapan,86.07,32,101.0,0.3168,0
Siswa_300,IPA,89.3,89.4,89.9,90.2,90.9,89.94,SMKN 1 PEDAN,970,C,85.45,0.05,JAWA TENGAH,76.85,UNIVERSITAS PALANGKARAYA,TEKNIK INFORMATIKA,Sarjana,87.34,30,552.0,0.0543,0
Siswa_301,IPA,83.3,84.3,87.7,89.9,90.3,87.1,SMA SANTA MARIA 3,414,C,93.8,0.05,JAWA BARAT,81.7,UNIVERSITAS NEGERI GORONTALO,MANAJEMEN,Sarjana,87.58,65,487.0,0.1335,0
