nama_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,rasio_keketatan
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311061,PENDIDIKAN SENI PERTUNJUKAN,Sarjana,18,55.0,Sendratasik,0.3273
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311062,TEKNOLOGI  PENDIDIKAN,Sarjana,18,68.0,Tidak Ada,0.2647
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311063,PENDIDIKAN IPS,Sarjana,20,61.0,Tidak Ada,0.3279
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311064,PSIKOLOGI,Sarjana,24,523.0,Tidak Ada,0.0459
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311065,SOSIOLOGI,Sarjana,24,79.0,Tidak Ada,0.3038
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311068,REKAYASA GEOLOGI,Sarjana,13,73.0,Tidak Ada,0.1781
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311069,REKAYASA ELEKTRO,Sarjana,14,55.0,Tidak Ada,0.2545
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311070,ANTROPOLOGI,Sarjana,8,29.0,Tidak Ada,0.2759
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311071,ILMU LINGKUNGAN,Sarjana,25,,Tidak Ada,
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311072,AKUAKULTUR (KAMPUS KABUPATEN KOTABARU),Sarjana,15,,Tidak Ada,
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311073,AGRIBISNIS (KAMPUS KABUPATEN KOTABARU),Sarjana,9,,Tidak Ada,
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15311074,PENDIDIKAN KHUSUS (KAMPUS KABUPATEN KOTABARU),Sarjana,8,,Tidak Ada,
UNIVERSITAS LAMBUNG MANGKURAT,1531,PTN Akademik,15313066,PERPAJAKAN,Diploma Tiga,36,54.0,Tidak Ada,0.6667
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411001,AGROEKOTEKNOLOGI,Sarjana,35,174.0,Tidak Ada,0.2011
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411002,AGRIBISNIS,Sarjana,25,142.0,Tidak Ada,0.1761
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411003,TEKNOLOGI HASIL PERTANIAN,Sarjana,25,97.0,Tidak Ada,0.2577
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411004,KEHUTANAN,Sarjana,80,320.0,Tidak Ada,0.25
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411005,PENDIDIKAN BIOLOGI,Sarjana,24,97.0,Tidak Ada,0.2474
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411006,PENDIDIKAN KIMIA,Sarjana,12,51.0,Tidak Ada,0.2353
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411007,PENDIDIKAN FISIKA,Sarjana,21,25.0,Tidak Ada,0.84
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411008,PENDIDIKAN MATEMATIKA,Sarjana,24,122.0,Tidak Ada,0.1967
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411009,AKUAKULTUR,Sarjana,12,30.0,Tidak Ada,0.4
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411010,SOSIAL EKONOMI PERIKANAN,Sarjana,12,14.0,Tidak Ada,0.8571
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411011,PENGELOLAAN SUMBERDAYA PERIKANAN,Sarjana,12,23.0,Tidak Ada,0.5217
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411012,STATISTIKA,Sarjana,24,95.0,Tidak Ada,0.2526
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411013,BIOLOGI,Sarjana,24,64.0,Tidak Ada,0.375
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411014,KIMIA,Sarjana,19,59.0,Tidak Ada,0.322
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411015,FISIKA,Sarjana,12,21.0,Tidak Ada,0.5714
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411017,TEKNIK SIPIL,Sarjana,15,341.0,Tidak Ada,0.044
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411018,TEKNIK INDUSTRI,Sarjana,15,355.0,Tidak Ada,0.0423
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411019,TEKNIK LINGKUNGAN,Sarjana,15,278.0,Tidak Ada,0.054
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411020,TEKNIK PERTAMBANGAN,Sarjana,15,561.0,Tidak Ada,0.0267
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411021,PENDIDIKAN DOKTER,Sarjana,26,754.0,Tidak Ada,0.0345
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411022,KESEHATAN MASYARAKAT,Sarjana,20,787.0,Tidak Ada,0.0254
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411023,FARMASI,Sarjana,30,868.0,Tidak Ada,0.0346
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411024,PETERNAKAN,Sarjana,30,51.0,Tidak Ada,0.5882
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411025,TEKNIK KIMIA,Sarjana,15,90.0,Tidak Ada,0.1667
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411026,INFORMATIKA,Sarjana,25,666.0,Tidak Ada,0.0375
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411027,ARSITEKTUR,Sarjana,15,123.0,Tidak Ada,0.122
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411028,TEKNIK GEOLOGI,Sarjana,15,269.0,Tidak Ada,0.0558
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411030,TEKNIK ELEKTRO,Sarjana,15,117.0,Tidak Ada,0.1282
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411031,TEKNOLOGI HASIL PERIKANAN,Sarjana,12,26.0,Tidak Ada,0.4615
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411032,KEDOKTERAN GIGI,Sarjana,12,399.0,Tidak Ada,0.0301
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411033,MATEMATIKA,Sarjana,17,36.0,Tidak Ada,0.4722
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411034,ILMU KELAUTAN,Sarjana,21,61.0,Tidak Ada,0.3443
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411035,GEOFISIKA,Sarjana,15,35.0,Tidak Ada,0.4286
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411036,PENDIDIKAN KOMPUTER,Sarjana,24,140.0,Tidak Ada,0.1714
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411038,SISTEM INFORMASI,Sarjana,25,395.0,Tidak Ada,0.0633
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411039,MANAJEMEN,Sarjana,56,1204.0,Tidak Ada,0.0465
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411040,EKONOMI PEMBANGUNAN,Sarjana,36,233.0,Tidak Ada,0.1545
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411041,AKUNTANSI,Sarjana,56,812.0,Tidak Ada,0.069
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411042,ADMINISTRASI PUBLIK,Sarjana,24,411.0,Tidak Ada,0.0584
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411043,ILMU PEMERINTAHAN,Sarjana,24,269.0,Tidak Ada,0.0892
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411044,PEMBANGUNAN SOSIAL,Sarjana,24,108.0,Tidak Ada,0.2222
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411045,ILMU HUBUNGAN INTERNASIONAL,Sarjana,24,178.0,Tidak Ada,0.1348
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411046,ILMU KOMUNIKASI,Sarjana,24,489.0,Tidak Ada,0.0491
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411047,ADMINISTRASI BISNIS,Sarjana,24,871.0,Tidak Ada,0.0276
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411048,PEND. PANCASILA DAN KEWARGANEGARAAN,Sarjana,24,86.0,Tidak Ada,0.2791
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411049,PENDIDIKAN EKONOMI,Sarjana,21,96.0,Tidak Ada,0.2188
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411050,"PEND. BAHASA, SASTRA INDO. & DAERAH",Sarjana,24,130.0,Tidak Ada,0.1846
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411051,PENDIDIKAN BAHASA INGGRIS,Sarjana,27,189.0,Tidak Ada,0.1429
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411052,BIMBINGAN DAN KONSELING,Sarjana,24,272.0,Tidak Ada,0.0882
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411053,PENDIDIKAN JASMANI,Sarjana,24,82.0,Olahraga,0.2927
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411054,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,48,585.0,Tidak Ada,0.0821
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411055,PENDIDIKAN ANAK USIA DINI,Sarjana,24,80.0,Tidak Ada,0.3
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411056,HUKUM,Sarjana,100,648.0,Tidak Ada,0.1543
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411057,PSIKOLOGI,Sarjana,24,699.0,Tidak Ada,0.0343
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411058,SASTRA INDONESIA,Sarjana,40,74.0,Tidak Ada,0.5405
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411059,SASTRA INGGRIS,Sarjana,40,218.0,Tidak Ada,0.1835
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411060,PENDIDIKAN MASYARAKAT,Sarjana,21,41.0,Tidak Ada,0.5122
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411061,PENDIDIKAN GEOGRAFI,Sarjana,24,75.0,Tidak Ada,0.32
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411062,EKONOMI SYARIAH,Sarjana,23,97.0,Tidak Ada,0.2371
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411063,ETNOMUSIKOLOGI,Sarjana,12,7.0,Etnomusikologi,1.7143
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411064,PENDIDIKAN SEJARAH,Sarjana,24,89.0,Tidak Ada,0.2697
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411072,ILMU LINGKUNGAN,Sarjana,15,47.0,Tidak Ada,0.3191
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411073,KEPERAWATAN,Sarjana,16,692.0,Tidak Ada,0.0231
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411074,GIZI,Sarjana,25,546.0,Tidak Ada,0.0458
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411075,TARI,Sarjana,16,34.0,Tari,0.4706
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411076,ILMU KEOLAHRAGAAN,Sarjana,24,25.0,Olahraga,0.96
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411077,PENYULUHAN PERTANIAN,Sarjana,10,,Tidak Ada,
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411078,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,12,,Tidak Ada,
UNIVERSITAS MULAWARMAN,1541,PTN Akademik,15411079,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,12,,Olahraga,
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421001,FISIKA,Sarjana,30,15.0,Tidak Ada,2.0
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421002,MATEMATIKA,Sarjana,30,22.0,Tidak Ada,1.3636
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421003,TEKNIK MESIN,Sarjana,25,219.0,Tidak Ada,0.1142
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421004,TEKNIK ELEKTRO,Sarjana,35,199.0,Tidak Ada,0.1759
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421005,TEKNIK KIMIA,Sarjana,40,156.0,Tidak Ada,0.2564
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421006,TEKNIK MATERIAL DAN METALURGI,Sarjana,30,183.0,Tidak Ada,0.1639
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421007,TEKNIK SIPIL,Sarjana,25,192.0,Tidak Ada,0.1302
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421008,PERENCANAAN WILAYAH DAN KOTA,Sarjana,60,230.0,Tidak Ada,0.2609
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421009,TEKNIK PERKAPALAN,Sarjana,40,84.0,Tidak Ada,0.4762
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421010,SISTEM INFORMASI,Sarjana,40,289.0,Tidak Ada,0.1384
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421011,TEKNIK INDUSTRI,Sarjana,35,357.0,Tidak Ada,0.098
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421012,INFORMATIKA,Sarjana,21,265.0,Tidak Ada,0.0792
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421013,TEKNIK LINGKUNGAN,Sarjana,40,237.0,Tidak Ada,0.1688
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421014,TEKNIK KELAUTAN,Sarjana,40,97.0,Tidak Ada,0.4124
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421015,ARSITEKTUR,Sarjana,25,116.0,Tidak Ada,0.2155
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421016,STATISTIKA,Sarjana,45,62.0,Tidak Ada,0.7258
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421017,ILMU AKTUARIA,Sarjana,40,66.0,Tidak Ada,0.6061
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421018,BISNIS DIGITAL,Sarjana,30,279.0,Tidak Ada,0.1075
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421019,REKAYASA KESELAMATAN,Sarjana,24,388.0,Tidak Ada,0.0619
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421020,TEKNOLOGI PANGAN,Sarjana,40,148.0,Tidak Ada,0.2703
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421021,TEKNIK LOGISTIK,Sarjana,30,91.0,Tidak Ada,0.3297
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421022,DESAIN KOMUNIKASI VISUAL,Sarjana,50,76.0,"Seni Rupa, Desain, dan Kriya",0.6579
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421023,TEKNIK SISTEM PERKAPALAN,Sarjana,15,,Tidak Ada,
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421024,TEKNIK TRANSPORTASI LAUT,Sarjana,15,,Tidak Ada,
INSTITUT TEKNOLOGI KALIMANTAN,1542,PTN Akademik,15421025,TEKNIK BIOMEDIS,Sarjana,14,,Tidak Ada,
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511001,TEKNIK ELEKTRO,Sarjana,22,81.0,Tidak Ada,0.2716
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511002,TEKNIK SIPIL,Sarjana,32,197.0,Tidak Ada,0.1624
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511003,AGRIBISNIS,Sarjana,36,92.0,Tidak Ada,0.3913
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511004,AGROTEKNOLOGI,Sarjana,30,65.0,Tidak Ada,0.4615
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511005,PENDIDIKAN MATEMATIKA,Sarjana,25,40.0,Tidak Ada,0.625
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511006,PENDIDIKAN BIOLOGI,Sarjana,25,38.0,Tidak Ada,0.6579
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511007,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,24,25.0,Tidak Ada,0.96
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511008,AKUAKULTUR,Sarjana,24,26.0,Tidak Ada,0.9231
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511009,TEKNOLOGI HASIL PERIKANAN,Sarjana,24,35.0,Tidak Ada,0.6857
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511010,TEKNIK MESIN,Sarjana,12,75.0,Tidak Ada,0.16
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511011,KEPERAWATAN,Sarjana,29,370.0,Tidak Ada,0.0784
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511012,KEBIDANAN,Sarjana,29,181.0,Tidak Ada,0.1602
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511013,TEKNIK KOMPUTER,Sarjana,12,198.0,Tidak Ada,0.0606
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511014,BIMBINGAN DAN KONSELING,Sarjana,49,128.0,Tidak Ada,0.3828
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511015,PENDIDIKAN BAHASA INDONESIA,Sarjana,25,78.0,Tidak Ada,0.3205
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511016,PENDIDIKAN BAHASA INGGRIS,Sarjana,25,72.0,Tidak Ada,0.3472
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511017,EKONOMI PEMBANGUNAN,Sarjana,36,134.0,Tidak Ada,0.2687
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511018,MANAJEMEN,Sarjana,36,408.0,Tidak Ada,0.0882
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511019,HUKUM,Sarjana,52,219.0,Tidak Ada,0.2374
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511021,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,61,246.0,Tidak Ada,0.248
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511022,AKUNTANSI,Sarjana,33,241.0,Tidak Ada,0.1369
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511025,KEDOKTERAN,Sarjana,15,229.0,Tidak Ada,0.0655
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511026,PSIKOLOGI,Sarjana,14,107.0,Tidak Ada,0.1308
UNIVERSITAS BORNEO TARAKAN,1551,PTN Akademik,15511027,HUKUM BISNIS,Sarjana,24,27.0,Tidak Ada,0.8889
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111001,KEDOKTERAN,Sarjana,52,1471.0,Tidak Ada,0.0354
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111002,KEDOKTERAN HEWAN,Sarjana,50,346.0,Tidak Ada,0.1445
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111003,ARSITEKTUR,Sarjana,32,345.0,Tidak Ada,0.0928
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111004,TEKNIK SIPIL,Sarjana,42,471.0,Tidak Ada,0.0892
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111005,TEKNOLOGI PANGAN,Sarjana,55,250.0,Tidak Ada,0.22
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111006,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,50,78.0,Tidak Ada,0.641
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111007,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,40,86.0,Tidak Ada,0.4651
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111008,BIOLOGI,Sarjana,35,57.0,Tidak Ada,0.614
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111009,KIMIA,Sarjana,35,70.0,Tidak Ada,0.5
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111010,FISIKA,Sarjana,50,53.0,Tidak Ada,0.9434
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111011,TEKNIK MESIN,Sarjana,90,162.0,Tidak Ada,0.5556
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111012,TEKNIK ELEKTRO,Sarjana,80,197.0,Tidak Ada,0.4061
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111013,AGRIBISNIS,Sarjana,42,147.0,Tidak Ada,0.2857
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111014,AGROEKOTEKNOLOGI,Sarjana,63,133.0,Tidak Ada,0.4737
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111015,PETERNAKAN,Sarjana,100,106.0,Tidak Ada,0.9434
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111016,MATEMATIKA,Sarjana,45,81.0,Tidak Ada,0.5556
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111017,ILMU KESEHATAN MASYARAKAT,Sarjana,57,578.0,Tidak Ada,0.0986
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111018,FARMASI,Sarjana,24,1012.0,Tidak Ada,0.0237
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111019,KEPERAWATAN,Sarjana,43,853.0,Tidak Ada,0.0504
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111020,INFORMATIKA,Sarjana,50,510.0,Tidak Ada,0.098
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111021,TEKNOLOGI INFORMASI,Sarjana,40,476.0,Tidak Ada,0.084
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111022,FISIOTERAPI,Sarjana,32,352.0,Tidak Ada,0.0909
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111023,ILMU KELAUTAN,Sarjana,60,93.0,Tidak Ada,0.6452
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111024,ARSITEKTUR LANSKAP,Sarjana,15,37.0,Tidak Ada,0.4054
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111025,MANAJEMEN SUMBER DAYA PERAIRAN,Sarjana,60,49.0,Tidak Ada,1.2245
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111026,KEDOKTERAN GIGI,Sarjana,22,527.0,Tidak Ada,0.0417
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111027,TEKNIK LINGKUNGAN,Sarjana,24,174.0,Tidak Ada,0.1379
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111028,TEKNIK INDUSTRI,Sarjana,24,316.0,Tidak Ada,0.0759
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111029,ARKEOLOGI,Sarjana,30,50.0,Tidak Ada,0.6
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111030,ANTROPOLOGI BUDAYA,Sarjana,30,71.0,Tidak Ada,0.4225
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111031,ILMU SEJARAH,Sarjana,30,38.0,Tidak Ada,0.7895
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111032,ILMU HUKUM,Sarjana,120,1011.0,Tidak Ada,0.1187
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111033,EKONOMI,Sarjana,60,353.0,Tidak Ada,0.17
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111034,AKUNTANSI,Sarjana,80,1092.0,Tidak Ada,0.0733
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111035,MANAJEMEN,Sarjana,85,1422.0,Tidak Ada,0.0598
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111036,SASTRA INDONESIA,Sarjana,35,62.0,Tidak Ada,0.5645
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111037,SASTRA INGGRIS,Sarjana,42,381.0,Tidak Ada,0.1102
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111038,SASTRA JAWA KUNO,Sarjana,12,8.0,Tidak Ada,1.5
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111039,SASTRA BALI,Sarjana,20,26.0,Tidak Ada,0.7692
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111040,SASTRA JEPANG,Sarjana,50,96.0,Tidak Ada,0.5208
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111042,PARIWISATA,Sarjana,36,756.0,Tidak Ada,0.0476
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111043,INDUSTRI PERJALANAN WISATA,Sarjana,75,154.0,Tidak Ada,0.487
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111044,HUBUNGAN INTERNASIONAL,Sarjana,36,311.0,Tidak Ada,0.1158
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111045,SOSIOLOGI,Sarjana,60,98.0,Tidak Ada,0.6122
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111046,PSIKOLOGI,Sarjana,28,644.0,Tidak Ada,0.0435
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111047,ADMINISTRASI PUBLIK,Sarjana,35,349.0,Tidak Ada,0.1003
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111048,ILMU KOMUNIKASI,Sarjana,35,536.0,Tidak Ada,0.0653
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111049,ILMU POLITIK,Sarjana,60,95.0,Tidak Ada,0.6316
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111053,AKUAKULTUR,Sarjana,40,6.0,Tidak Ada,6.6667
UNIVERSITAS UDAYANA,1611,PTN Akademik,16111054,PERPUSTAKAAN DAN SAINS INFORMASI,Sarjana,20,,Tidak Ada,
UNIVERSITAS UDAYANA,1611,PTN Akademik,16112041,PENGELOLAAN PERHOTELAN,Sarjana Terapan,75,203.0,Tidak Ada,0.3695
UNIVERSITAS UDAYANA,1611,PTN Akademik,16113050,PERPUSTAKAAN,Diploma Tiga,16,21.0,Tidak Ada,0.7619
UNIVERSITAS UDAYANA,1611,PTN Akademik,16113051,PERPAJAKAN,Diploma Tiga,35,103.0,Tidak Ada,0.3398
UNIVERSITAS PENDIDIKAN GANESHA,1612,PTN Akademik,16121001,PENDIDIKAN MATEMATIKA,Sarjana,98,146.0,Tidak Ada,0.6712
UNIVERSITAS PENDIDIKAN GANESHA,1612,PTN Akademik,16121002,PENDIDIKAN BIOLOGI,Sarjana,60,83.0,Tidak Ada,0.7229
UNIVERSITAS PENDIDIKAN GANESHA,1612,PTN Akademik,16121003,PENDIDIKAN KIMIA,Sarjana,30,44.0,Tidak Ada,0.6818
UNIVERSITAS PENDIDIKAN GANESHA,1612,PTN Akademik,16121004,PENDIDIKAN FISIKA,Sarjana,30,30.0,Tidak Ada,1.0
UNIVERSITAS PENDIDIKAN GANESHA,1612,PTN Akademik,16121005,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,85,160.0,Tidak Ada,0.5312
UNIVERSITAS PENDIDIKAN GANESHA,1612,PTN Akademik,16121006,ILMU KEOLAHRAGAAN,Sarjana,25,18.0,Olahraga,1.3889
